sample_name	age	age_unit	altitude_m	anonymized_name	body_habitat	body_product	body_site	collection_timestamp	country	dam_id	dam_institute	date_of_birth	depth	depth_m	description	diet	dna_extracted	dragon_name	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	geo_loc_name	host_class	host_common_name	host_condition	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	latitude	latitude_deg	longitude	longitude_deg	medication_antibiotics	notes	physical_specimen_location	physical_specimen_remaining	place_of_birth	provenance	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	rearing	sample_scientific_name	sample_taxid	sample_type	scientific_name	sex	sire_id	sire_institute	title	weight_at_birth	weight_unit	zoo_animal_id
1747.936306.10512.skin		years	0.0	936306.10512.skin	UBERON:skin	UBERON:sebum	UBERON:skin of head	2012-10-05	GAZ:United States of America				0	0	skin of head		true	NA	168.5547	168.5547	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:TX:Fort Worth	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	12	sk__Eukaryota	61221	32.743	32.743	-97.356	-97.356			UCSDMI	false		Fort Worth Zoo	true	Host-associated	Animal	Animal surface	1747		organismal metagenomes	410656	Animal surface	skin metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			936306
1747.946303.10512.fecal		years	0.0	946303.10512.fecal	UBERON:feces	UBERON:feces	UBERON:feces	2012-10-05	GAZ:United States of America				0	0	fecal		true	NA	168.5547	168.5547	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:TX:Fort Worth	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	14	sk__Eukaryota	61221	32.743	32.743	-97.356	-97.356			UCSDMI	false		Fort Worth Zoo	true	Host-associated	Animal	Animal distal gut	1747		organismal metagenomes	410656	Animal distal gut	gut  metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			946303
1747.946303.10512.saliva		years	0.0	946303.10512.saliva	UBERON:oral cavity	UBERON:saliva	UBERON:mouth	2012-10-05	GAZ:United States of America				0	0	oral		true	NA	168.5547	168.5547	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	saliva	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:TX:Fort Worth	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	14	sk__Eukaryota	61221	32.743	32.743	-97.356	-97.356			UCSDMI	false		Fort Worth Zoo	true	Host-associated	Animal	Animal secretion	1747		organismal metagenomes	410656	Animal secretion	oral metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			946303
1747.946303.10512.skin		years	0.0	946303.10512.skin	UBERON:skin	UBERON:sebum	UBERON:skin of head	2012-10-05	GAZ:United States of America				0	0	skin of head		true	NA	168.5547	168.5547	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:TX:Fort Worth	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	14	sk__Eukaryota	61221	32.743	32.743	-97.356	-97.356			UCSDMI	false		Fort Worth Zoo	true	Host-associated	Animal	Animal surface	1747		organismal metagenomes	410656	Animal surface	skin metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			946303
1747.992316.fecal		years	0.0	992316.fecal	UBERON:feces	UBERON:feces	UBERON:feces	2012-10-23	GAZ:United States of America				0	0	992316.fecal		true	NA	5.78	5.78	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CA:Los Angeles	c__	Not applicable		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus olivaceus	s__Varanus_olivaceus	37	sk__Eukaryota	62047	30.47	30.47	-81.67	-81.67			UCSDMI	false		Los Angeles Zoo	true	Host-associated	Animal	Animal distal gut	1747		organismal metagenomes	410656	Animal distal gut	gut  metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			992316
1747.992316.saliva		years	0.0	992316.saliva	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	2012-10-23	GAZ:United States of America				0	0	992316.saliva		true	NA	5.78	5.78	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	saliva	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CA:Los Angeles	c__	Not applicable		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus olivaceus	s__Varanus_olivaceus	37	sk__Eukaryota	62047	30.47	30.47	-81.67	-81.67			UCSDMI	false		Los Angeles Zoo	true	Host-associated	Animal	Animal secretion	1747		organismal metagenomes	410656	Animal secretion	oral metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			992316
1747.992316.skin		years	0.0	992316.skin	UBERON:skin	UBERON:sebum	UBERON:skin	2012-10-23	GAZ:United States of America				0	0	992316.skin.left.side.behind.eye		true	NA	5.78	5.78	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CA:Los Angeles	c__	Not applicable		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus olivaceus	s__Varanus_olivaceus	37	sk__Eukaryota	62047	30.47	30.47	-81.67	-81.67			UCSDMI	false		Los Angeles Zoo	true	Host-associated	Animal	Animal surface	1747		organismal metagenomes	410656	Animal secretion	skin metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			992316
1747.992317.fecal		years	0.0	992317.fecal	UBERON:feces	UBERON:feces	UBERON:feces	2012-10-23	GAZ:United States of America				0	0	992317.fecal		true	NA	5.78	5.78	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CA:Los Angeles	c__	Not applicable		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus olivaceus	s__Varanus_olivaceus	38	sk__Eukaryota	62047	30.47	30.47	-81.67	-81.67			UCSDMI	false		Los Angeles Zoo	true	Host-associated	Animal	Animal distal gut	1747		organismal metagenomes	410656	Animal distal gut	gut  metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			992317
1747.992317.saliva		years	0.0	992317.saliva	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	2012-10-23	GAZ:United States of America				0	0	992317.saliva		true	NA	5.78	5.78	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	saliva	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CA:Los Angeles	c__	Not applicable		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus olivaceus	s__Varanus_olivaceus	38	sk__Eukaryota	62047	30.47	30.47	-81.67	-81.67			UCSDMI	false		Los Angeles Zoo	true				1747		organismal metagenomes	410656	Animal secretion	oral metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			992317
1747.992317.skin		years	0.0	992317.skin	UBERON:skin	UBERON:sebum	UBERON:skin	2012-10-23	GAZ:United States of America				0	0	992317.skin.forehead		true	NA	5.78	5.78	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CA:Los Angeles	c__	Not applicable		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus olivaceus	s__Varanus_olivaceus	38	sk__Eukaryota	62047	30.47	30.47	-81.67	-81.67			UCSDMI	false		Los Angeles Zoo	true	Host-associated	Animal	Animal surface	1747		organismal metagenomes	410656	Animal secretion	skin metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			992317
1747.992318.fecal		years	0.0	992318.fecal	UBERON:feces	UBERON:feces	UBERON:feces	2012-10-23	GAZ:United States of America				0	0	992318.fecal		true	NA	5.78	5.78	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CA:Los Angeles	c__	Not applicable		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus olivaceus	s__Varanus_olivaceus	39	sk__Eukaryota	62047	30.47	30.47	-81.67	-81.67			UCSDMI	false		Los Angeles Zoo	true	Host-associated	Animal	Animal distal gut	1747		organismal metagenomes	410656	Animal distal gut	gut  metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			992318
1747.992318.saliva		years	0.0	992318.saliva	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	2012-10-23	GAZ:United States of America				0	0	992318.saliva		true	NA	5.78	5.78	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	saliva	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CA:Los Angeles	c__	Not applicable		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus olivaceus	s__Varanus_olivaceus	39	sk__Eukaryota	62047	30.47	30.47	-81.67	-81.67			UCSDMI	false		Los Angeles Zoo	true	Host-associated	Animal	Animal secretion	1747		organismal metagenomes	410656	Animal secretion	oral metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			992318
1747.992318.skin		years	0.0	992318.skin	UBERON:skin	UBERON:sebum	UBERON:skin	2012-10-23	GAZ:United States of America				0	0	992318.skin.forehead		true	NA	5.78	5.78	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CA:Los Angeles	c__	Not applicable		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus olivaceus	s__Varanus_olivaceus	39	sk__Eukaryota	62047	30.47	30.47	-81.67	-81.67			UCSDMI	false		Los Angeles Zoo	true				1747		organismal metagenomes	410656	Animal surface	skin metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			992318
1747.992319.fecal		years	0.0	992319.fecal	UBERON:feces	UBERON:feces	UBERON:feces	2012-10-23	GAZ:United States of America				0	0	992319.fecal		true	NA	5.78	5.78	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CA:Los Angeles	c__	Not applicable		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus olivaceus	s__Varanus_olivaceus	40	sk__Eukaryota	62047	30.47	30.47	-81.67	-81.67			UCSDMI	false		Los Angeles Zoo	true	Host-associated	Animal	Animal distal gut	1747		organismal metagenomes	410656	Animal distal gut	gut  metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			992319
1747.992319.saliva		years	0.0	992319.saliva	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	2012-10-23	GAZ:United States of America				0	0	992319.saliva		true	NA	5.78	5.78	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	saliva	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CA:Los Angeles	c__	Not applicable		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus olivaceus	s__Varanus_olivaceus	40	sk__Eukaryota	62047	30.47	30.47	-81.67	-81.67			UCSDMI	false		Los Angeles Zoo	true	Host-associated	Animal	Animal secretion	1747		organismal metagenomes	410656	Animal secretion	oral metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			992319
1747.992319.skin		years	0.0	992319.skin	UBERON:skin	UBERON:sebum	UBERON:skin	2012-10-23	GAZ:United States of America				0	0	992319.skin.forehead		true	NA	5.78	5.78	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CA:Los Angeles	c__	Not applicable		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus olivaceus	s__Varanus_olivaceus	40	sk__Eukaryota	62047	30.47	30.47	-81.67	-81.67			UCSDMI	false		Los Angeles Zoo	true	Host-associated	Animal	Animal surface	1747		organismal metagenomes	410656	Animal surface	skin metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			992319
1747.992491.fecal		years	0.0	992491.fecal	UBERON:feces	UBERON:feces	UBERON:feces	2012-08-16	GAZ:United States of America				0	0	992491.fecal		true	NA	5.78	5.78	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CA:Los Angeles	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	32	sk__Eukaryota	61221	30.47	30.47	-81.67	-81.67			UCSDMI	false		Los Angeles Zoo	true	Host-associated	Animal	Animal distal gut	1747		organismal metagenomes	410656	Animal distal gut	gut  metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			992491
1747.992491.saliva		years	0.0	992491.saliva	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	2012-08-16	GAZ:United States of America				0	0	992491.saliva		true	NA	5.78	5.78	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	saliva	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CA:Los Angeles	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	32	sk__Eukaryota	61221	30.47	30.47	-81.67	-81.67			UCSDMI	false		Los Angeles Zoo	true				1747		organismal metagenomes	410656	Animal secretion	oral metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			992491
1747.992491.skin		years	0.0	992491.skin	UBERON:skin	UBERON:sebum	UBERON:skin	2012-08-16	GAZ:United States of America				0	0	992491.skin		true	NA	5.78	5.78	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CA:Los Angeles	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	32	sk__Eukaryota	61221	30.47	30.47	-81.67	-81.67			UCSDMI	false		Los Angeles Zoo	true	Host-associated	Animal	Animal surface	1747		organismal metagenomes	410656	Animal surface	skin metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			992491
1747.992495.fecal		years	0.0	992495.fecal	UBERON:feces	UBERON:feces	UBERON:feces	2012-08-16	GAZ:United States of America				0	0	992495.fecal		true	NA	5.78	5.78	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CA:Los Angeles	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	33	sk__Eukaryota	61221	30.47	30.47	-81.67	-81.67			UCSDMI	false		Los Angeles Zoo	true	Host-associated	Animal	Animal distal gut	1747		organismal metagenomes	410656	Animal distal gut	gut  metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			992495
1747.992495.saliva		years	0.0	992495.saliva	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	2012-08-16	GAZ:United States of America				0	0	992495.saliva		true	NA	5.78	5.78	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	saliva	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CA:Los Angeles	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	33	sk__Eukaryota	61221	30.47	30.47	-81.67	-81.67			UCSDMI	false		Los Angeles Zoo	true	Host-associated	Animal	Animal secretion	1747		organismal metagenomes	410656	Animal secretion	oral metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			992495
1747.992495.skin		years	0.0	992495.skin	UBERON:skin	UBERON:sebum	UBERON:skin	2012-08-16	GAZ:United States of America				0	0	992495.skin		true	NA	5.78	5.78	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CA:Los Angeles	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	33	sk__Eukaryota	61221	30.47	30.47	-81.67	-81.67			UCSDMI	false		Los Angeles Zoo	true	Host-associated	Animal	Animal surface	1747		organismal metagenomes	410656	Animal surface	skin metagenome	female			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			992495
