sample_name	age	age_unit	altitude_m	anonymized_name	body_habitat	body_product	body_site	collection_timestamp	country	dam_id	dam_institute	date_of_birth	depth	depth_m	description	diet	dna_extracted	dragon_name	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	geo_loc_name	host_class	host_common_name	host_condition	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	latitude	latitude_deg	longitude	longitude_deg	medication_antibiotics	notes	physical_specimen_location	physical_specimen_remaining	place_of_birth	provenance	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	rearing	sample_scientific_name	sample_taxid	sample_type	scientific_name	sex	sire_id	sire_institute	title	weight_at_birth	weight_unit	zoo_animal_id
1747.DZF.652012.C.drool	18	years	0.0	DZF.652012.C.drool	UBERON:oral cavity	UBERON:saliva	UBERON:mouth	2012-06-05	GAZ:United States of America				0	0	Castor drool hanging		true	Castor	1607.52	1607.52	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	saliva	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	2	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Host-associated	Animal	Animal secretion	1747		organismal metagenomes	410656	Animal secretion	oral metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.672012.KK.fecal		years	0.0	DZF.672012.KK.fecal	UBERON:feces	UBERON:feces	UBERON:feces	Not applicable	GAZ:United States of America				0	0	Kristika fecal		true	Kristika	1607.52	1607.52	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	5	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Host-associated	Animal	Animal distal gut	1747		organismal metagenomes	410656	Animal distal gut	gut  metagenome	female			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.742012.A.saliva		years	0.0	DZF.742012.A.saliva	UBERON:oral cavity	UBERON:saliva	UBERON:mouth	2012-07-04	GAZ:United States of America				0	0	Anika saliva		true	Anika	1607.52	1607.52	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	saliva	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	6	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Host-associated	Animal	Animal secretion	1747		organismal metagenomes	410656	Animal secretion	oral metagenome	female			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.742012.A.skin.center.ventral.1		years	0.0	DZF.742012.A.skin.center.ventral.2	UBERON:skin	UBERON:sebum	UBERON:belly	2012-07-04	GAZ:United States of America				0	0	Anika skin center ventral		true	Anika	1607.52	1607.52	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	6	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true	Host-associated	Animal	Animal surface	1747		organismal metagenomes	410656	Animal surface	skin metagenome	female			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.742012.A.skin.cloaca.3		years	0.0	DZF.742012.A.skin.cloaca.4	UBERON:skin	UBERON:sebum	UBERON:cloaca	2012-07-04	GAZ:United States of America				0	0	Anika skin cloaca		true	Anika	1607.52	1607.52	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	6	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true				1747		organismal metagenomes	410656	Animal surface	skin metagenome	female			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.DZF.742012.A.skin.right.armpit.2		years	0.0	DZF.742012.A.skin.right.armpit.3	UBERON:skin	UBERON:sebum	UBERON:axillary node	2012-07-04	GAZ:United States of America				0	0	Anika skin right armpit		true	Anika	1607.52	1607.52	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO:Denver	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	6	sk__Eukaryota	61221	39.74	39.74	-104.98	-104.98			UCSDMI	false		Denver	true				1747		organismal metagenomes	410656	Animal surface	skin metagenome	female			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.H10138.oral		years	0.0	H10138.oral	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	2012-10-17	GAZ:United States of America				0	0	H10138.oral		true	NA	17.21649742	17.21649742	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	saliva	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:NY:New York City	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	44	sk__Eukaryota	61221	40.85	40.85	-73.867	-73.867			UCSDMI	false		Bronx Zoo	true	Host-associated	Animal	Animal secretion	1747		organismal metagenomes	410656	Animal secretion	oral metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			H10138
1747.H10138.right.shoulder		years	0.0	H10138.right.shoulder	UBERON:skin	UBERON:sebum	UBERON:skin of shoulder	2012-10-17	GAZ:United States of America				0	0	H10138.right.shoulder		true	NA	17.21649742	17.21649742	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:NY:New York City	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	44	sk__Eukaryota	61221	40.85	40.85	-73.867	-73.867			UCSDMI	false		Bronx Zoo	true	Host-associated	Animal	Animal surface	1747		organismal metagenomes	410656	Animal surface	skin metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			H10138
1747.H10139.oral		years	0.0	H10139.oral	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	2012-10-17	GAZ:United States of America				0	0	H10139.oral		true	NA	17.21649742	17.21649742	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	saliva	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:NY:New York City	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	45	sk__Eukaryota	61221	40.85	40.85	-73.867	-73.867			UCSDMI	false		Bronx Zoo	true	Host-associated	Animal	Animal secretion	1747		organismal metagenomes	410656	Animal secretion	oral metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			H10139
1747.H10139.right.shoulder		years	0.0	H10139.right.shoulder	UBERON:skin	UBERON:sebum	UBERON:skin of shoulder	2012-10-17	GAZ:United States of America				0	0	H10139.right.shoulder		true	NA	17.21649742	17.21649742	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:NY:New York City	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	45	sk__Eukaryota	61221	40.85	40.85	-73.867	-73.867			UCSDMI	false		Bronx Zoo	true	Host-associated	Animal	Animal surface	1747		organismal metagenomes	410656	Animal surface	skin metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			H10139
1747.H10140.left.shoulder		years	0.0	H10140.left.shoulder	UBERON:skin	UBERON:sebum	UBERON:skin of shoulder	2012-10-17	GAZ:United States of America				0	0	H101040.left.shoulder		true	NA	17.21649742	17.21649742	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:NY:New York City	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	43	sk__Eukaryota	61221	40.85	40.85	-73.867	-73.867			UCSDMI	false		Bronx Zoo	true	Host-associated	Animal	Animal surface	1747		organismal metagenomes	410656	Animal surface	skin metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			H10140
1747.H10140.oral		years	0.0	H10140.oral	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	2012-10-17	GAZ:United States of America				0	0	H101040.oral		true	NA	17.21649742	17.21649742	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	saliva	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:NY:New York City	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	43	sk__Eukaryota	61221	40.85	40.85	-73.867	-73.867			UCSDMI	false		Bronx Zoo	true	Host-associated	Animal	Animal secretion	1747		organismal metagenomes	410656	Animal secretion	oral metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			H10140
1747.Hi.Five.232569.fecal		years	0.0	Hi.Five.232569.fecal	UBERON:feces	UBERON:feces	UBERON:feces	2012-10-16	GAZ:United States of America				0	0	Hi.Five.232569.fecal		true	Hi Five	5.78	5.78	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:TX:Houston	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	28	sk__Eukaryota	61221	30.47	30.47	-81.67	-81.67			UCSDMI	false		Houston Zoo	true	Host-associated	Animal	Animal distal gut	1747		organismal metagenomes	410656	Animal distal gut	gut  metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			232569
1747.Hi.Five.232569.skin		years	0.0	Hi.Five.232569.skin	UBERON:shoulder skin	UBERON:sebum	UBERON:skin	2012-10-16	GAZ:United States of America				0	0	Hi.Five.232569.skin.above.right.shoulder		true	Hi Five	5.78	5.78	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:TX:Houston	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	28	sk__Eukaryota	61221	30.47	30.47	-81.67	-81.67			UCSDMI	false		Houston Zoo	true	Host-associated	Animal	Animal surface	1747		organismal metagenomes	410656	Animal surface	skin metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			232569
1747.L00376.81512.back	14	years	0.0	L00376.81512.back	UBERON:back	UBERON:sebum	UBERON:skin of back 	2012-08-15	GAZ:United States of America				0	0	Jahat Back		true	Jahat	9.066999435	9.066999435	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:TX:Brownsville	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	9	sk__Eukaryota	61221	25.915	25.915	-97.497	-97.497			UCSDMI	false		Gladys Porter Zoo	true	Host-associated	Animal	Animal surface	1747		organismal metagenomes	410656	Animal surface	skin metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			L00376
1747.L00376.81512.head	14	years	0.0	L00376.81512.head	UBERON:head	UBERON:sebum	UBERON:skin of head	2012-08-15	GAZ:United States of America				0	0	Jahat Head		true	Jahat	9.066999435	9.066999435	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:TX:Brownsville	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	9	sk__Eukaryota	61221	25.915	25.915	-97.497	-97.497			UCSDMI	false		Gladys Porter Zoo	true	Host-associated	Animal	Animal surface	1747		organismal metagenomes	410656	Animal surface	skin metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			L00376
1747.L00376.81512.leftarmpit	14	years	0.0	L00376.81512.leftarmpit	UBERON:skin	UBERON:sebum	UBERON:skin	2012-08-15	GAZ:United States of America				0	0	Jahat Left Armpit		true	Jahat	9.066999435	9.066999435	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:TX:Brownsville	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	9	sk__Eukaryota	61221	25.915	25.915	-97.497	-97.497			UCSDMI	false		Gladys Porter Zoo	true	Host-associated	Animal	Animal surface	1747		organismal metagenomes	410656	Animal surface	skin metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			L00376
1747.L00376.81512.mouthcorner	14	years	0.0	L00376.81512.mouthcorner	UBERON:oral cavity	UBERON:saliva	UBERON:mouth	2012-08-15	GAZ:United States of America				0	0	Jahat Left Mouth Corner		true	Jahat	9.066999435	9.066999435	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:TX:Brownsville	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	9	sk__Eukaryota	61221	25.915	25.915	-97.497	-97.497			UCSDMI	false		Gladys Porter Zoo	true	Host-associated	Animal	Animal surface	1747		organismal metagenomes	410656	Animal secretion	oral metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			L00376
1747.L00376.81512.tonguefilckx4	14	years	0.0	L00376.81512.tonguefilckx5	UBERON:oral cavity	UBERON:saliva	UBERON:mouth	2012-08-15	GAZ:United States of America				0	0	Jahat Tongue Flick x 4		true	Jahat	9.066999435	9.066999435	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	saliva	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:TX:Brownsville	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	9	sk__Eukaryota	61221	25.915	25.915	-97.497	-97.497			UCSDMI	false		Gladys Porter Zoo	true	Host-associated	Animal	Animal secretion	1747		organismal metagenomes	410656	Animal secretion	oral metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			L00376
1747.L00376.81812.drool1	14	years	0.0	L00376.81812.drool	UBERON:oral cavity	UBERON:saliva	UBERON:mouth	2012-08-18	GAZ:United States of America				0	0	Jahat Drool		true	Jahat	9.066999435	9.066999435	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	saliva	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:TX:Brownsville	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	9	sk__Eukaryota	61221	25.915	25.915	-97.497	-97.497			UCSDMI	false		Gladys Porter Zoo	true	Host-associated	Animal	Animal secretion	1747		organismal metagenomes	410656	Animal secretion	oral metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			L00376
1747.L00376.81812.drool2	14	years	0.0	L00376.81812.drool	UBERON:oral cavity	UBERON:saliva	UBERON:mouth	2012-08-18	GAZ:United States of America				0	0	Jahat Drool		true	Jahat	9.066999435	9.066999435	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	saliva	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:TX:Brownsville	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	9	sk__Eukaryota	61221	25.915	25.915	-97.497	-97.497			UCSDMI	false		Gladys Porter Zoo	true	Host-associated	Animal	Animal secretion	1747		organismal metagenomes	410656	Animal secretion	oral metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			L00376
1747.L00376.81812.feces	14	years	0.0	L00376.81812.feces	UBERON:feces	UBERON:feces	UBERON:feces	2012-08-18	GAZ:United States of America				0	0	Jahat Feces		true	Jahat	9.066999435	9.066999435	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:TX:Brownsville	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	9	sk__Eukaryota	61221	25.915	25.915	-97.497	-97.497			UCSDMI	false		Gladys Porter Zoo	true	Host-associated	Animal	Animal distal gut	1747		organismal metagenomes	410656	Animal distal gut	gut  metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			L00376
1747.RGZ.7172012.H.fecal	13	years	0.0	RGZ.7172012.H.fecal	UBERON:feces	UBERON:feces	UBERON:feces	2012-07-17	GAZ:United States of America	H00958	Metrozoo Miami	10/12/98	0	0	Humvee fecal		true	Humvee	1420.037842	1420.037842	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:NM:Albuquerque	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	7	sk__Eukaryota	61221	40.42	40.42	-104.69	-104.69			UCSDMI	false	Metrozoo Miami	Rio Grande Albuquerque	true	Host-associated	Animal	Animal distal gut	1747	hand	organismal metagenomes	410656	Animal distal gut	gut  metagenome	female	H00957	Metrozoo Miami	Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.RGZ.7172012.H.saliva	13	years	0.0	RGZ.7172012.H.saliva	UBERON:oral cavity	UBERON:saliva	UBERON:mouth	2012-07-17	GAZ:United States of America	H00958	Metrozoo Miami	10/12/98	0	0	Humvee saliva		true	Humvee	1420.037842	1420.037842	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	saliva	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:NM:Albuquerque	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	7	sk__Eukaryota	61221	40.42	40.42	-104.69	-104.69			UCSDMI	false	Metrozoo Miami	Rio Grande Albuquerque	true	Host-associated	Animal	Animal secretion	1747	hand	organismal metagenomes	410656	Animal secretion	oral metagenome	female	H00957	Metrozoo Miami	Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.RGZ.7172012.H.skin	13	years	0.0	RGZ.7172012.H.skin	UBERON:skin	UBERON:sebum	UBERON:skin of head	2012-07-17	GAZ:United States of America	H00958	Metrozoo Miami	10/12/98	0	0	Humvee skin top of head		true	Humvee	1420.037842	1420.037842	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:NM:Albuquerque	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	7	sk__Eukaryota	61221	40.42	40.42	-104.69	-104.69			UCSDMI	false	Metrozoo Miami	Rio Grande Albuquerque	true	Host-associated	Animal	Animal surface	1747	hand	organismal metagenomes	410656	Animal surface	skin metagenome	female	H00957	Metrozoo Miami	Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.RGZ.7172012.NN.fecal	18	years	0.0	RGZ.7172012.NN.fecal	UBERON:feces	UBERON:feces	UBERON:feces	2012-07-17	GAZ:United States of America	305408	NZP-WASH	9/10/93	0	0	Unnamed fecal		true	NA	1420.037842	1420.037842	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:NM:Albuquerque	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	8	sk__Eukaryota	61221	40.42	40.42	-104.69	-104.69			UCSDMI	false	George Mason University	Rio Grande Albuquerque	true	Host-associated	Animal	Animal distal gut	1747	hand	organismal metagenomes	410656	Animal distal gut	gut  metagenome	male	390001	Cincinnati	Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)	115	grams	
1747.RGZ.7172012.NN.saliva	18	years	0.0	RGZ.7172012.NN.saliva	UBERON:oral cavity	UBERON:saliva	UBERON:mouth	2012-07-17	GAZ:United States of America	305408	NZP-WASH	9/10/93	0	0	Unnamed saliva		true	NA	1420.037842	1420.037842	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	saliva	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:NM:Albuquerque	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	8	sk__Eukaryota	61221	40.42	40.42	-104.69	-104.69			UCSDMI	false	George Mason University	Rio Grande Albuquerque	true	Host-associated	Animal	Animal secretion	1747	hand	organismal metagenomes	410656	Animal secretion	oral metagenome	male	390001	Cincinnati	Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)	115	grams	
1747.RGZ.7172012.NN.skin	18	years	0.0	RGZ.7172012.NN.skin	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-07-17	GAZ:United States of America	305408	NZP-WASH	9/10/93	0	0	Unnamed skin of left foot		true	NA	1420.037842	1420.037842	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:NM:Albuquerque	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	8	sk__Eukaryota	61221	40.42	40.42	-104.69	-104.69			UCSDMI	false	George Mason University	Rio Grande Albuquerque	true	Host-associated	Animal	Animal surface	1747	hand	organismal metagenomes	410656	Animal surface	skin metagenome	male	390001	Cincinnati	Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)	115	grams	
1747.Sanchez.72612.feces1	7	years	0.0	Sanchez.72612.feces1	UBERON:feces	UBERON:feces	UBERON:feces	2012-07-26	GAZ:United States of America				0	0	Sanchez Feces		true	Sanchez	6	6.0	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:VA:Virginia Beach	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	10	sk__Eukaryota	61221	36.822	36.822	-75.98	-75.98			UCSDMI	false		Virginia Aquarium	true				1747		organismal metagenomes	410656	Animal distal gut	gut  metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.Sanchez.72612.feces2	7	years	0.0	Sanchez.72612.feces2	UBERON:feces	UBERON:feces	UBERON:feces	2012-07-26	GAZ:United States of America				0	0	Sanchez Feces		true	Sanchez	6	6.0	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:VA:Virginia Beach	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	10	sk__Eukaryota	61221	36.822	36.822	-75.98	-75.98			UCSDMI	false		Virginia Aquarium	true	Host-associated	Animal	Animal distal gut	1747		organismal metagenomes	410656	Animal distal gut	gut  metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.Sanchez.72612.saliva1	7	years	0.0	Sanchez.72612.saliva1	UBERON:oral cavity	UBERON:saliva	UBERON:mouth	2012-07-26	GAZ:United States of America				0	0	Sanchez Saliva		true	Sanchez	6	6.0	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	saliva	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:VA:Virginia Beach	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	10	sk__Eukaryota	61221	36.822	36.822	-75.98	-75.98			UCSDMI	false		Virginia Aquarium	true	Host-associated	Animal	Animal secretion	1747		organismal metagenomes	410656	Animal secretion	oral metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
